work_order_id,opened_at,closed_at,property_area,system_type,issue_type,maintenance_type,priority,shift,technician_id,asset_age_years,guest_impact,room_out_of_order,response_minutes,repair_minutes,downtime_hours,labor_hours,parts_cost,labor_cost,total_cost,sla_target_minutes,sla_met,repeat_within_30_days,guest_satisfaction
WO-00146,2025-02-07 01:43:00,2025-02-07 05:33:00,Guest Room,Plumbing,Preventive inspection,Preventive,Low,Overnight,ENG-09,7,False,False,193,37,3.83,0.62,40.87,23.87,64.74,240,True,False,
WO-00746,2025-02-08 10:37:00,2025-02-08 12:13:00,Guest Room,Life Safety,Emergency light failure,Preventive,Medium,Day,ENG-01,5,True,False,45,51,1.6,0.85,27.24,32.73,59.97,120,True,False,4.6
WO-01163,2025-02-08 11:59:00,2025-02-08 16:30:00,Guest Room,Electrical,Preventive inspection,Preventive,Low,Day,ENG-04,7,True,False,157,114,4.52,1.9,61.24,73.15,134.39,240,True,False,4.4
WO-01199,2025-02-08 16:49:00,2025-02-08 19:29:00,Lobby,Plumbing,Fixture leak,Corrective,High,Evening,ENG-07,1,False,False,23,137,2.67,2.28,61.55,87.78,149.33,30,True,True,
WO-00046,2025-02-08 19:09:00,2025-02-08 22:31:00,Lobby,Plumbing,Drain blockage,Corrective,Medium,Evening,ENG-06,9,False,False,64,138,3.37,2.3,118.34,88.55,206.89,120,True,False,
WO-00843,2025-02-09 02:56:00,2025-02-09 04:44:00,Kitchen,Electrical,Lighting outage,Corrective,Emergency,Overnight,ENG-08,1,False,False,30,78,1.8,1.3,189.77,50.05,239.82,15,False,False,
WO-00396,2025-02-09 07:56:00,2025-02-09 10:34:00,Lobby,HVAC,Thermostat fault,Corrective,High,Day,ENG-04,3,False,False,40,118,2.63,1.97,77.95,75.84,153.79,30,False,True,
WO-00134,2025-02-09 11:57:00,2025-02-09 13:43:00,Guest Room,Electrical,Control panel fault,Corrective,High,Day,ENG-04,3,True,True,14,92,1.77,1.53,72.94,58.91,131.85,30,True,False,4.5
WO-00603,2025-02-09 19:30:00,2025-02-09 23:28:00,Guest Room,HVAC,Filter replacement,Preventive,Low,Evening,ENG-06,6,False,False,186,52,3.97,0.87,110.87,33.49,144.36,240,True,False,
WO-00049,2025-02-10 03:41:00,2025-02-10 06:46:00,Guest Room,HVAC,Condensate leak,Corrective,Low,Overnight,ENG-09,5,True,False,88,97,3.08,1.62,188.72,62.37,251.09,240,True,False,4.5
WO-00482,2025-02-10 11:49:00,2025-02-10 14:14:00,Mechanical Room,HVAC,Thermostat fault,Corrective,Medium,Day,ENG-01,5,True,False,41,104,2.42,1.73,5.45,66.61,72.06,120,True,False,4.6
WO-00485,2025-02-10 16:06:00,2025-02-10 18:48:00,Guest Room,HVAC,Condensate leak,Corrective,Medium,Evening,ENG-07,5,False,False,83,79,2.7,1.32,94.41,50.82,145.23,120,True,True,
WO-01088,2025-02-11 09:07:00,2025-02-11 12:06:00,Mechanical Room,HVAC,Filter replacement,Corrective,Medium,Day,ENG-02,8,False,False,61,118,2.98,1.97,243.8,75.84,319.64,120,True,True,
WO-00675,2025-02-11 14:42:00,2025-02-11 16:20:00,Guest Room,General Maintenance,Furniture repair,Corrective,Medium,Day,ENG-03,3,True,False,38,60,1.63,1.0,72.31,38.5,110.81,120,True,False,4.2
WO-00048,2025-02-11 19:53:00,2025-02-11 23:08:00,Guest Room,HVAC,Thermostat fault,Corrective,Medium,Evening,ENG-05,7,True,False,49,146,3.25,2.43,69.17,93.56,162.73,120,True,True,4.8
WO-00823,2025-02-11 20:44:00,2025-02-11 22:54:00,Kitchen,Electrical,Preventive inspection,Preventive,Medium,Evening,ENG-05,5,False,False,78,52,2.17,0.87,39.01,33.49,72.5,120,True,False,
WO-00163,2025-02-11 21:26:00,2025-02-12 02:52:00,Guest Room,HVAC,Condensate leak,Corrective,Low,Evening,ENG-07,11,False,False,247,79,5.43,1.32,132.87,50.82,183.69,240,False,False,
WO-00797,2025-02-12 09:31:00,2025-02-12 11:33:00,Guest Room,Electrical,Control panel fault,Corrective,Medium,Day,ENG-03,5,False,False,59,63,2.03,1.05,156.5,40.43,196.93,120,True,False,
WO-00070,2025-02-12 12:47:00,2025-02-12 14:59:00,Meeting Space,HVAC,Condensate leak,Corrective,Medium,Day,ENG-04,9,False,False,42,90,2.2,1.5,154.56,57.75,212.31,120,True,False,
WO-01076,2025-02-12 20:35:00,2025-02-12 21:53:00,Meeting Space,General Maintenance,Door hardware,Corrective,High,Evening,ENG-06,3,False,False,31,47,1.3,0.78,53.64,30.03,83.67,30,False,False,
WO-01198,2025-02-12 22:41:00,2025-02-13 02:04:00,Guest Room,Electrical,Preventive inspection,Preventive,Low,Evening,ENG-06,1,False,False,156,47,3.38,0.78,111.9,30.03,141.93,240,True,False,
WO-00818,2025-02-13 01:28:00,2025-02-13 05:18:00,Meeting Space,HVAC,Thermostat fault,Corrective,Medium,Overnight,ENG-08,1,False,False,109,121,3.83,2.02,292.66,77.77,370.43,120,True,False,
WO-00440,2025-02-13 07:35:00,2025-02-13 09:34:00,Guest Room,Electrical,Outlet failure,Corrective,Medium,Day,ENG-03,6,True,False,42,77,1.98,1.28,223.23,49.28,272.51,120,True,False,4.8
WO-00979,2025-02-13 08:56:00,2025-02-13 10:51:00,Guest Room,Plumbing,Preventive inspection,Preventive,Medium,Day,ENG-01,7,False,False,44,71,1.92,1.18,1.41,45.43,46.84,120,True,False,
WO-00587,2025-02-13 10:25:00,2025-02-13 12:56:00,Guest Room,Electrical,Control panel fault,Corrective,Medium,Day,ENG-03,2,True,False,72,79,2.52,1.32,57.77,50.82,108.59,120,True,False,4.8
WO-00951,2025-02-13 11:09:00,2025-02-13 13:13:00,Exterior,Life Safety,Exit sign failure,Corrective,Medium,Day,ENG-03,3,True,False,49,75,2.07,1.25,32.89,48.12,81.01,120,True,False,4.7
WO-01026,2025-02-13 13:59:00,2025-02-13 16:34:00,Guest Room,Electrical,Lighting outage,Corrective,Medium,Day,ENG-04,4,True,False,76,79,2.58,1.32,33.13,50.82,83.95,120,True,False,5.0
WO-00446,2025-02-13 15:28:00,2025-02-13 18:48:00,Guest Room,HVAC,Room not cooling,Preventive,Low,Evening,ENG-07,7,False,False,155,45,3.33,0.75,9.28,28.88,38.16,240,True,False,
WO-00890,2025-02-13 15:43:00,2025-02-13 19:13:00,Meeting Space,Electrical,Preventive inspection,Corrective,Low,Evening,ENG-06,11,False,False,128,82,3.5,1.37,109.46,52.75,162.21,240,True,False,
WO-00297,2025-02-14 07:03:00,2025-02-14 11:03:00,Lobby,HVAC,Room not cooling,Preventive,Low,Day,ENG-01,10,False,False,160,80,4.0,1.33,153.43,51.21,204.64,240,True,False,
WO-00609,2025-02-14 18:55:00,2025-02-14 23:33:00,Mechanical Room,Life Safety,Panel communication fault,Corrective,Medium,Evening,ENG-07,10,False,False,94,184,4.63,3.07,101.55,118.19,219.74,120,True,False,
WO-01018,2025-02-14 19:58:00,2025-02-15 01:02:00,Lobby,Life Safety,Sprinkler inspection,Preventive,Low,Evening,ENG-06,6,False,False,232,72,5.07,1.2,25.09,46.2,71.29,240,True,False,
WO-00419,2025-02-15 09:47:00,2025-02-15 14:17:00,Guest Room,Plumbing,Preventive inspection,Preventive,Low,Day,ENG-01,11,False,False,187,83,4.5,1.38,72.13,53.13,125.26,240,True,False,
WO-00670,2025-02-15 10:38:00,2025-02-15 14:16:00,Kitchen,Refrigeration,Coil cleaning,Corrective,Medium,Day,ENG-03,8,False,False,50,168,3.63,2.8,113.35,107.8,221.15,120,True,False,
WO-00354,2025-02-15 18:02:00,2025-02-15 20:34:00,Kitchen,Refrigeration,Ice buildup,Corrective,High,Evening,ENG-05,10,False,False,25,127,2.53,2.12,256.76,81.62,338.38,30,True,True,
WO-00403,2025-02-15 18:23:00,2025-02-15 21:55:00,Lobby,HVAC,Fan motor failure,Corrective,Low,Evening,ENG-07,12,False,False,141,71,3.53,1.18,223.71,45.43,269.14,240,True,False,
WO-00192,2025-02-16 10:29:00,2025-02-16 12:43:00,Lobby,Life Safety,Sprinkler inspection,Corrective,Emergency,Day,ENG-04,4,False,False,11,123,2.23,2.05,16.0,78.92,94.92,15,True,False,
WO-00655,2025-02-17 19:15:00,2025-02-17 21:33:00,Guest Room,Plumbing,Preventive inspection,Corrective,Medium,Evening,ENG-05,9,True,False,69,69,2.3,1.15,86.39,44.27,130.66,120,True,False,3.8
WO-00590,2025-02-18 01:46:00,2025-02-18 03:43:00,Guest Room,HVAC,Filter replacement,Corrective,Medium,Overnight,ENG-09,1,False,False,74,43,1.95,0.72,20.94,27.72,48.66,120,True,False,
WO-01158,2025-02-18 06:10:00,2025-02-18 10:08:00,Guest Room,HVAC,Room not cooling,Corrective,Medium,Overnight,ENG-08,10,False,False,86,152,3.97,2.53,100.82,97.4,198.22,120,True,False,
WO-01007,2025-02-18 12:48:00,2025-02-18 14:03:00,Guest Room,General Maintenance,Door hardware,Corrective,High,Day,ENG-02,5,False,False,27,48,1.25,0.8,6.3,30.8,37.1,30,True,False,
WO-00236,2025-02-18 13:29:00,2025-02-18 15:54:00,Guest Room,Plumbing,Drain blockage,Corrective,Medium,Day,ENG-03,11,True,False,59,86,2.42,1.43,73.77,55.05,128.82,120,True,False,4.9
WO-01035,2025-02-18 16:18:00,2025-02-18 18:12:00,Guest Room,Electrical,Control panel fault,Corrective,High,Evening,ENG-05,8,True,True,18,96,1.9,1.6,60.36,61.6,121.96,30,True,False,4.2
WO-00994,2025-02-18 16:58:00,2025-02-18 20:41:00,Meeting Space,HVAC,Room not cooling,Corrective,Medium,Evening,ENG-05,6,False,False,84,139,3.72,2.32,291.35,89.32,380.67,120,True,False,
WO-00420,2025-02-18 18:01:00,2025-02-18 23:10:00,Guest Room,Plumbing,Preventive inspection,Preventive,Low,Evening,ENG-05,5,True,False,222,87,5.15,1.45,11.25,55.82,67.07,240,True,False,4.4
WO-00536,2025-02-18 18:39:00,2025-02-18 21:44:00,Guest Room,HVAC,Filter replacement,Corrective,Medium,Evening,ENG-07,5,True,False,98,87,3.08,1.45,231.53,55.82,287.35,120,True,False,4.0
WO-01008,2025-02-19 00:40:00,2025-02-19 02:04:00,Exterior,General Maintenance,Preventive inspection,Preventive,Medium,Overnight,ENG-09,8,True,False,56,28,1.4,0.47,13.29,18.09,31.38,120,True,False,4.3
WO-00799,2025-02-19 09:42:00,2025-02-19 12:04:00,Guest Room,HVAC,Room not cooling,Corrective,Medium,Day,ENG-01,11,False,False,66,76,2.37,1.27,77.76,48.9,126.66,120,True,False,
WO-01059,2025-02-19 10:17:00,2025-02-19 12:51:00,Guest Room,Electrical,Lighting outage,Corrective,High,Day,ENG-03,10,True,True,24,130,2.57,2.17,61.46,83.55,145.01,30,True,False,4.6
WO-00774,2025-02-19 12:06:00,2025-02-19 13:15:00,Meeting Space,General Maintenance,Wall or ceiling damage,Corrective,Emergency,Day,ENG-04,7,False,False,16,53,1.15,0.88,32.85,33.88,66.73,15,False,True,
WO-00448,2025-02-19 14:39:00,2025-02-19 18:23:00,Exterior,Electrical,Preventive inspection,Corrective,Low,Day,ENG-04,5,False,False,141,83,3.73,1.38,29.66,53.13,82.79,240,True,False,
WO-00876,2025-02-19 15:25:00,2025-02-19 17:30:00,Guest Room,Plumbing,Drain blockage,Corrective,High,Evening,ENG-05,10,True,True,22,103,2.08,1.72,90.33,66.22,156.55,30,True,True,4.2
WO-00811,2025-02-19 18:05:00,2025-02-19 20:39:00,Guest Room,Electrical,Preventive inspection,Preventive,Medium,Evening,ENG-07,7,True,False,74,80,2.57,1.33,73.87,51.21,125.08,120,True,False,4.8
WO-00460,2025-02-19 18:26:00,2025-02-19 20:25:00,Lobby,General Maintenance,Signage repair,Corrective,Medium,Evening,ENG-07,1,False,False,59,60,1.98,1.0,78.16,38.5,116.66,120,True,False,
WO-01135,2025-02-20 07:14:00,2025-02-20 09:44:00,Lobby,Plumbing,No hot water,Corrective,Medium,Day,ENG-04,1,False,False,98,52,2.5,0.87,73.33,33.49,106.82,120,True,False,
WO-00384,2025-02-20 08:57:00,2025-02-20 10:47:00,Meeting Space,General Maintenance,Signage repair,Corrective,Medium,Day,ENG-04,3,False,False,34,76,1.83,1.27,123.19,48.9,172.09,120,True,False,
WO-00741,2025-02-20 16:10:00,2025-02-20 20:56:00,Meeting Space,HVAC,Room not cooling,Preventive,Medium,Evening,ENG-07,3,False,False,158,128,4.77,2.13,45.57,82.0,127.57,120,False,False,
WO-00337,2025-02-21 20:08:00,2025-02-21 22:26:00,Guest Room,Plumbing,Drain blockage,Corrective,High,Evening,ENG-07,8,True,False,24,114,2.3,1.9,42.29,73.15,115.44,30,True,False,5.0
WO-00722,2025-02-21 21:10:00,2025-02-22 02:38:00,Lobby,General Maintenance,Preventive inspection,Preventive,Low,Evening,ENG-06,6,False,False,307,21,5.47,0.35,49.55,13.47,63.02,240,False,False,
WO-00489,2025-02-22 11:43:00,2025-02-22 14:14:00,Meeting Space,HVAC,Filter replacement,Corrective,High,Day,ENG-02,8,False,False,23,128,2.52,2.13,156.36,82.0,238.36,30,True,False,
WO-00100,2025-02-22 14:16:00,2025-02-22 17:21:00,Guest Room,Electrical,Breaker trip,Corrective,Medium,Day,ENG-04,10,True,False,62,123,3.08,2.05,104.61,78.92,183.53,120,True,False,4.2
WO-01071,2025-02-22 17:48:00,2025-02-22 21:40:00,Kitchen,HVAC,Condensate leak,Corrective,High,Evening,ENG-07,7,False,False,28,204,3.87,3.4,357.36,130.9,488.26,30,True,False,
WO-00757,2025-02-22 20:00:00,2025-02-22 23:53:00,Kitchen,Refrigeration,Temperature above range,Preventive,Low,Evening,ENG-05,5,False,False,144,89,3.88,1.48,3.16,56.98,60.14,240,True,False,
WO-00569,2025-02-23 04:25:00,2025-02-23 08:36:00,Guest Room,Plumbing,Preventive inspection,Preventive,Low,Overnight,ENG-09,8,False,False,211,40,4.18,0.67,10.87,25.8,36.67,240,True,False,
WO-00827,2025-02-23 08:13:00,2025-02-23 09:48:00,Lobby,Electrical,Outlet failure,Corrective,Medium,Day,ENG-01,1,False,False,50,45,1.58,0.75,72.41,28.88,101.29,120,True,False,
WO-00828,2025-02-23 10:16:00,2025-02-23 13:39:00,Guest Room,HVAC,Room not cooling,Corrective,Medium,Day,ENG-04,12,True,False,66,137,3.38,2.28,45.11,87.78,132.89,120,True,False,4.5
WO-00669,2025-02-23 18:38:00,2025-02-23 21:04:00,Lobby,HVAC,Room not cooling,Preventive,Medium,Evening,ENG-05,5,False,False,97,49,2.43,0.82,70.75,31.57,102.32,120,True,False,
WO-00517,2025-02-24 10:30:00,2025-02-24 12:54:00,Guest Room,HVAC,Filter replacement,Corrective,Emergency,Day,ENG-03,7,True,False,6,138,2.4,2.3,92.04,88.55,180.59,15,True,False,4.4
WO-00518,2025-02-24 11:03:00,2025-02-24 14:10:00,Laundry,Plumbing,Preventive inspection,Corrective,Low,Day,ENG-04,6,False,False,120,67,3.12,1.12,19.35,43.12,62.47,240,True,False,
WO-00543,2025-02-24 17:17:00,2025-02-24 19:29:00,Lobby,Electrical,Control panel fault,Corrective,Medium,Evening,ENG-06,4,False,False,55,77,2.2,1.28,49.19,49.28,98.47,120,True,False,
WO-00839,2025-02-25 09:27:00,2025-02-25 12:30:00,Guest Room,Plumbing,Drain blockage,Corrective,Medium,Day,ENG-04,1,True,False,56,127,3.05,2.12,73.07,81.62,154.69,120,True,False,4.4
WO-00397,2025-02-25 12:59:00,2025-02-25 16:36:00,Guest Room,HVAC,Condensate leak,Corrective,Emergency,Day,ENG-01,13,True,True,6,211,3.62,3.52,202.34,135.52,337.86,15,True,False,4.3
WO-00216,2025-02-25 18:56:00,2025-02-25 21:14:00,Kitchen,Refrigeration,Coil cleaning,Preventive,Medium,Evening,ENG-05,3,True,False,45,93,2.3,1.55,154.11,59.68,213.79,120,True,False,4.2
WO-00646,2025-02-26 00:18:00,2025-02-26 05:59:00,Kitchen,Refrigeration,Coil cleaning,Corrective,Medium,Overnight,ENG-09,3,False,False,160,181,5.68,3.02,131.02,116.27,247.29,120,False,True,
WO-01040,2025-02-26 14:14:00,2025-02-26 16:11:00,Guest Room,HVAC,Thermostat fault,Corrective,High,Day,ENG-01,6,True,True,28,89,1.95,1.48,242.44,56.98,299.42,30,True,False,4.1
WO-00555,2025-02-26 16:17:00,2025-02-26 19:12:00,Guest Room,HVAC,Thermostat fault,Corrective,High,Evening,ENG-07,7,False,False,40,135,2.92,2.25,182.13,86.62,268.75,30,False,False,
WO-00697,2025-02-26 20:04:00,2025-02-26 23:35:00,Meeting Space,HVAC,Condensate leak,Corrective,Medium,Evening,ENG-06,15,True,False,93,118,3.52,1.97,140.48,75.84,216.32,120,True,False,4.3
WO-00376,2025-02-27 00:03:00,2025-02-27 03:34:00,Meeting Space,Life Safety,Sprinkler inspection,Corrective,Medium,Overnight,ENG-09,2,False,False,67,144,3.52,2.4,355.84,92.4,448.24,120,True,False,
WO-00769,2025-02-27 01:35:00,2025-02-27 03:10:00,Guest Room,Electrical,Outlet failure,Corrective,Medium,Overnight,ENG-08,10,True,False,35,60,1.58,1.0,23.66,38.5,62.16,120,True,False,5.0
WO-00434,2025-02-27 10:53:00,2025-02-27 13:55:00,Guest Room,Plumbing,Preventive inspection,Corrective,Medium,Day,ENG-02,15,True,False,55,127,3.03,2.12,227.91,81.62,309.53,120,True,True,4.4
WO-00953,2025-02-28 09:03:00,2025-02-28 12:23:00,Exterior,Electrical,Breaker trip,Corrective,Medium,Day,ENG-03,14,False,False,76,124,3.33,2.07,55.53,79.69,135.22,120,True,False,
WO-00649,2025-02-28 18:45:00,2025-02-28 20:29:00,Mechanical Room,Plumbing,Low water pressure,Corrective,High,Evening,ENG-07,9,False,False,19,85,1.73,1.42,39.62,54.67,94.29,30,True,False,
WO-00457,2025-02-28 22:56:00,2025-03-01 02:41:00,Guest Room,HVAC,Fan motor failure,Corrective,Medium,Evening,ENG-07,4,True,False,98,127,3.75,2.12,75.22,81.62,156.84,120,True,False,4.4
WO-01057,2025-02-28 23:06:00,2025-03-01 02:42:00,Guest Room,Plumbing,No hot water,Corrective,Medium,Overnight,ENG-08,15,True,False,92,124,3.6,2.07,200.63,79.69,280.32,120,True,True,5.0
WO-00933,2025-03-01 02:58:00,2025-03-01 05:51:00,Guest Room,HVAC,Condensate leak,Preventive,Medium,Overnight,ENG-08,20,True,False,71,102,2.88,1.7,69.21,65.45,134.66,120,True,False,5.0
WO-00300,2025-03-01 14:47:00,2025-03-01 17:13:00,Lobby,Plumbing,Preventive inspection,Preventive,Medium,Day,ENG-01,4,False,False,58,88,2.43,1.47,20.84,56.59,77.43,120,True,False,
WO-00790,2025-03-01 17:39:00,2025-03-01 19:41:00,Guest Room,Plumbing,Preventive inspection,Corrective,High,Evening,ENG-06,8,True,True,20,102,2.03,1.7,74.5,65.45,139.95,30,True,False,4.5
WO-01020,2025-03-03 10:19:00,2025-03-03 12:12:00,Guest Room,HVAC,Filter replacement,Corrective,Emergency,Day,ENG-01,5,True,False,9,104,1.88,1.73,18.5,66.61,85.11,15,True,False,4.5
WO-00729,2025-03-03 13:28:00,2025-03-03 16:10:00,Guest Room,Plumbing,No hot water,Corrective,Medium,Day,ENG-03,11,False,False,33,129,2.7,2.15,396.3,82.77,479.07,120,True,False,
WO-00634,2025-03-03 20:24:00,2025-03-03 23:05:00,Lobby,General Maintenance,Door hardware,Corrective,Medium,Evening,ENG-05,6,False,False,110,51,2.68,0.85,26.82,32.73,59.55,120,True,False,
WO-00740,2025-03-03 20:30:00,2025-03-03 22:35:00,Mechanical Room,Plumbing,Low water pressure,Corrective,Medium,Evening,ENG-07,5,True,False,43,82,2.08,1.37,319.4,52.75,372.15,120,True,False,4.7
WO-01136,2025-03-04 00:28:00,2025-03-04 02:54:00,Guest Room,HVAC,Condensate leak,Corrective,Medium,Overnight,ENG-09,1,True,False,80,66,2.43,1.1,16.04,42.35,58.39,120,True,False,5.0
WO-01014,2025-03-04 05:30:00,2025-03-04 09:12:00,Guest Room,Life Safety,Exit sign failure,Preventive,Low,Overnight,ENG-08,6,True,False,165,57,3.7,0.95,143.35,36.57,179.92,240,True,False,3.6
WO-00478,2025-03-04 09:22:00,2025-03-04 11:40:00,Mechanical Room,Refrigeration,Ice buildup,Corrective,High,Day,ENG-02,2,True,False,11,127,2.3,2.12,205.81,81.62,287.43,30,True,False,4.0
WO-00111,2025-03-04 16:22:00,2025-03-04 18:09:00,Lobby,General Maintenance,Door hardware,Corrective,Medium,Evening,ENG-05,1,True,False,66,41,1.78,0.68,38.59,26.18,64.77,120,True,False,4.9
WO-01005,2025-03-05 08:54:00,2025-03-05 10:27:00,Meeting Space,General Maintenance,Preventive inspection,Preventive,Medium,Day,ENG-03,5,False,False,70,23,1.55,0.38,0.68,14.63,15.31,120,True,False,
WO-00841,2025-03-05 15:31:00,2025-03-05 17:39:00,Lobby,General Maintenance,Preventive inspection,Corrective,Medium,Evening,ENG-07,18,False,False,65,63,2.13,1.05,44.53,40.43,84.96,120,True,False,
WO-00637,2025-03-05 16:06:00,2025-03-05 18:17:00,Mechanical Room,Refrigeration,Compressor fault,Corrective,Medium,Evening,ENG-05,2,True,False,33,98,2.18,1.63,115.08,62.75,177.83,120,True,False,5.0
WO-00261,2025-03-06 09:19:00,2025-03-06 10:22:00,Meeting Space,General Maintenance,Signage repair,Corrective,Emergency,Day,ENG-03,8,False,False,8,55,1.05,0.92,37.88,35.42,73.3,15,True,False,
WO-00131,2025-03-06 12:40:00,2025-03-06 14:58:00,Guest Room,Plumbing,Preventive inspection,Corrective,Medium,Day,ENG-01,7,False,False,44,94,2.3,1.57,72.17,60.45,132.62,120,True,False,
WO-00886,2025-03-06 13:21:00,2025-03-06 14:32:00,Guest Room,General Maintenance,Preventive inspection,Corrective,High,Day,ENG-03,6,True,False,23,48,1.18,0.8,34.25,30.8,65.05,30,True,False,4.6
WO-00763,2025-03-06 21:26:00,2025-03-07 00:09:00,Kitchen,Refrigeration,Coil cleaning,Corrective,Low,Evening,ENG-05,3,True,False,78,85,2.72,1.42,280.26,54.67,334.93,240,True,False,4.6
WO-00292,2025-03-07 13:35:00,2025-03-07 15:01:00,Guest Room,Electrical,Outlet failure,Corrective,High,Day,ENG-02,3,False,False,22,64,1.43,1.07,159.46,41.2,200.66,30,True,False,
WO-01185,2025-03-08 09:41:00,2025-03-08 11:33:00,Guest Room,General Maintenance,Preventive inspection,Corrective,Medium,Day,ENG-04,7,True,False,66,46,1.87,0.77,30.87,29.64,60.51,120,True,False,4.5
WO-00557,2025-03-08 18:29:00,2025-03-08 21:26:00,Mechanical Room,HVAC,Room not cooling,Corrective,Emergency,Evening,ENG-06,7,False,False,10,167,2.95,2.78,42.5,107.03,149.53,15,True,True,
WO-00215,2025-03-09 06:51:00,2025-03-09 08:42:00,Guest Room,Electrical,Preventive inspection,Preventive,High,Overnight,ENG-09,1,True,False,23,88,1.85,1.47,25.79,56.59,82.38,30,True,False,4.1
WO-01069,2025-03-09 10:49:00,2025-03-09 13:24:00,Kitchen,Refrigeration,Compressor fault,Corrective,High,Day,ENG-02,6,False,False,16,139,2.58,2.32,37.61,89.32,126.93,30,True,False,
WO-00162,2025-03-09 12:59:00,2025-03-09 14:44:00,Exterior,General Maintenance,Wall or ceiling damage,Corrective,Medium,Day,ENG-04,1,False,False,55,50,1.75,0.83,124.11,31.95,156.06,120,True,False,
WO-01179,2025-03-09 16:35:00,2025-03-09 19:00:00,Lobby,Life Safety,Sprinkler inspection,Corrective,Medium,Evening,ENG-06,1,False,False,71,74,2.42,1.23,85.46,47.35,132.81,120,True,False,
WO-01138,2025-03-09 17:57:00,2025-03-09 22:08:00,Kitchen,Refrigeration,Door seal failure,Corrective,Low,Evening,ENG-05,1,False,False,103,148,4.18,2.47,65.79,95.1,160.89,240,True,False,
WO-00075,2025-03-09 18:26:00,2025-03-09 21:19:00,Mechanical Room,HVAC,Fan motor failure,Corrective,High,Evening,ENG-06,7,False,False,22,151,2.88,2.52,71.53,97.02,168.55,30,True,True,
WO-00501,2025-03-10 01:31:00,2025-03-10 03:42:00,Mechanical Room,HVAC,Condensate leak,Corrective,Emergency,Overnight,ENG-08,12,False,False,19,112,2.18,1.87,319.13,72.0,391.13,15,False,False,
WO-00663,2025-03-10 19:49:00,2025-03-10 21:04:00,Guest Room,General Maintenance,Preventive inspection,Corrective,High,Evening,ENG-07,11,True,False,29,46,1.25,0.77,118.97,29.64,148.61,30,True,False,5.0
WO-00902,2025-03-10 21:10:00,2025-03-10 23:06:00,Exterior,Electrical,Preventive inspection,Corrective,High,Evening,ENG-05,7,False,False,27,89,1.93,1.48,241.47,56.98,298.45,30,True,False,
WO-00310,2025-03-11 00:05:00,2025-03-11 02:27:00,Mechanical Room,HVAC,Thermostat fault,Corrective,High,Overnight,ENG-09,7,False,False,28,114,2.37,1.9,105.78,73.15,178.93,30,True,False,
WO-00447,2025-03-11 16:11:00,2025-03-11 18:57:00,Guest Room,HVAC,Room not cooling,Corrective,Emergency,Evening,ENG-05,11,True,True,12,154,2.77,2.57,79.62,98.94,178.56,15,True,False,3.8
